اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
جاميز مكمل غذائي لنقص الوزن بنكهة خل التفاح الطبيعي من نيوتري في - 60 قطعة,,,recheck_competitors.csv,مجموعة هدايا كايالي  عصير الفانيليا بالتفاح,48.7,GOLDEN-LOW-VERIFIED,,new,,
"بيوتين, حلوى جاميز, مكمل غذائي, للشعر والصحة, بنكهة التوت, 60حبة",,,recheck_competitors.csv,عطر ويسكر كرويل أو دو بارفيوم 75مل (للجنسين),35.0,GOLDEN-LOW-VERIFIED,,new,,
كريم أساس اير مات من بورجوا - 03 لايت بيج,,,recheck_competitors.csv,كريم أساس استي لودر دبل وير ستاي إن بلايس,54.5,GOLDEN-LOW-VERIFIED,,new,,
فرينش افينيو ليكويد برون ليميتد اديشن او دو برفيوم 150مل,,,recheck_competitors.csv,تستر جورجيو أرماني بريف بلانك نوير أو دو برفيوم 100مل,26.8,GOLDEN-LOW-VERIFIED,,new,,
توبيريوس نو من توم فورد أو دو برفوم (للجنسين) 30مل,,,recheck_competitors.csv,عطر توم فورد إليكتريك تشيري أو دو بارفيوم 100مل,26.6,GOLDEN-LOW-VERIFIED,,new,,
عطر روز بريك من توم فرود اودي بارفيوم30مل,,,recheck_competitors.csv,عطر توم فورد روز بريك أو دو بارفيوم 250مل,30.9,GOLDEN-LOW-VERIFIED,,new,,
توم فورد وايت سويدي اي دي بيرفيوم للنساء 30 مل,,,recheck_competitors.csv,عطر توم فورد وايت سوايد أو دو برفيوم 50 مل,31.4,GOLDEN-LOW-VERIFIED,,new,,
ماسكرا تكثيف وتطويل الرموش من لوكا - 7جرام | 01 Dark Black,,,recheck_competitors.csv,جل حواجب نكس ذا براو جلو - شفاف 5 جرام,49.8,GOLDEN-LOW-VERIFIED,,new,,
عطر سولاي نيج أو دو بارفان,,,recheck_competitors.csv,عطر دولتشي آند غابانا ذا وان إنتنس أو دو بارفيوم 100مل,50.3,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر ستاردست مسك من دي جابور اكستريت دو بارفيوم,,,recheck_competitors.csv,عطر هيرمس جور دي أبسولو أو دو بارفيوم 85مل,54.2,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر جيشا ديفا من دي جابور اكستريت دي بارفيوم,,,recheck_competitors.csv,عطر بوشرون عنبر دي أليكسندريا أو دو بارفيوم 125مل,53.8,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر كلكوز فلورز لي اروجينال,,,recheck_competitors.csv,عطر بولغري روز جولديا ليميتيد اديشن كاثلين كي أو دو بارفيوم 90مل,45.7,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر روز دو ديزيرتاو من هوبيجان دو بارفيوم,,,recheck_competitors.csv,عطر بولغري روز جولديا ليميتيد اديشن كاثلين كي أو دو بارفيوم 90مل,52.0,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر هوبيجانت باريس توباك نوميد,,,recheck_competitors.csv,عطر ميمو باريس أيريش ليذر 75مل,48.0,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر دارلينج من دي غابور بارفيوم,,,recheck_competitors.csv,عطر بروتس من اورتو باريسي - 50مل - بارفيوم,53.2,GOLDEN-LOW-VERIFIED,,new,,
عطر مستخلص عطر العود النبطي50مل,,,recheck_competitors.csv,عطر دينجوريس ماريكس 50مل,52.3,GOLDEN-LOW-VERIFIED,,new,,
هيستوار دي بارفيومز 7753 او دي بارفان 120 مل,,,recheck_competitors.csv,تستر كارولينا هيريرا 212 في آي بي بلاك إليكسير أو دو بارفيوم 100 مل,22.6,GOLDEN-LOW-VERIFIED,,new,,
تاريخ العطور 1876- 120مل,,,recheck_competitors.csv,عطر هيستوريس دي بارفيومز 1899 أو دو برفيوم 120 مل,48.5,GOLDEN-LOW-VERIFIED,,new,,
عطر هستريوس ذز از نوت بلو بوتل 1/7 60مل,,,recheck_competitors.csv,عطر بلو تاليسمان من إكس نيلو 100 مل,22.8,GOLDEN-LOW-VERIFIED,,new,,
عطر مون سانتال 50ملAstrophil & Stella Mon Santal Extrait de Parfum,,,recheck_competitors.csv,عطر فيرزاتشي كريستال نوار أو دو تواليت 50مل,48.7,GOLDEN-LOW-VERIFIED,,new,,
جاميز مكمل غذائي لنقص الوزن بنكهة خل التفاح الطبيعي من نيوتري في - 60 قطعة,,,recheck_competitors.csv,مجموعة هدايا كايالي  عصير الفانيليا بالتفاح,48.7,GOLDEN-LOW-VERIFIED,,new,,
"بيوتين, حلوى جاميز, مكمل غذائي, للشعر والصحة, بنكهة التوت, 60حبة",,,recheck_competitors.csv,عطر ويسكر كرويل أو دو بارفيوم 75مل (للجنسين),35.0,GOLDEN-LOW-VERIFIED,,new,,
كريم أساس اير مات من بورجوا - 03 لايت بيج,,,recheck_competitors.csv,كريم أساس استي لودر دبل وير ستاي إن بلايس,54.5,GOLDEN-LOW-VERIFIED,,new,,
فرينش افينيو ليكويد برون ليميتد اديشن او دو برفيوم 150مل,,,recheck_competitors.csv,تستر جورجيو أرماني بريف بلانك نوير أو دو برفيوم 100مل,26.8,GOLDEN-LOW-VERIFIED,,new,,
توبيريوس نو من توم فورد أو دو برفوم (للجنسين) 30مل,,,recheck_competitors.csv,عطر توم فورد إليكتريك تشيري أو دو بارفيوم 100مل,26.6,GOLDEN-LOW-VERIFIED,,new,,
عطر روز بريك من توم فرود اودي بارفيوم30مل,,,recheck_competitors.csv,عطر توم فورد روز بريك أو دو بارفيوم 250مل,30.9,GOLDEN-LOW-VERIFIED,,new,,
توم فورد وايت سويدي اي دي بيرفيوم للنساء 30 مل,,,recheck_competitors.csv,عطر توم فورد وايت سوايد أو دو برفيوم 50 مل,31.4,GOLDEN-LOW-VERIFIED,,new,,
سيفورا ماسكارا سايز اب 14 مل,,,recheck_competitors.csv,خافي عيوب توفيسد كونسيلر بورن ذيس واي 13.5 مل,51.9,GOLDEN-LOW-VERIFIED,,new,,
صبغة كولاج ميكس تون لتلوين الشعر من لاكمي فضي 60مل,,,recheck_competitors.csv,كارسيل للشعر قناع معالج  بالكولاجين للشعر الجاف والتالف - 500 مل,23.8,GOLDEN-LOW-VERIFIED,,new,,
شامبو بخلاصة حمام الزيت مقوي للشعر بزيوت الخروع واللوز المعالجه من غارنييه الترا دوكس - 600 مل,,,recheck_competitors.csv,كارسيل للشعر قناع معالج  بالكولاجين للشعر الجاف والتالف - 500 مل,25.8,GOLDEN-LOW-VERIFIED,,new,,
دوسفارم حلوى منعشة مع فيتامين C و D بنكهة النعناع خالية من السكر - 22 جم,,,recheck_competitors.csv,جاد بخور مبسوس الجود 30 جرام,46.8,GOLDEN-LOW-VERIFIED,,new,,
اضاءة جسم سائلة Moonbeam - كارا بيوتي 01,,,recheck_competitors.csv,أوفرا مجموعة إضاءة - جلو اب,50.7,GOLDEN-LOW-VERIFIED,,new,,
فازلين كاكاو شيمر جيلي ستيك بزبدة الكاكاو - 1.4 أونصة,,,recheck_competitors.csv,بخور رصاصي جبل علي الرصاصي 10x1 قرص,48.5,GOLDEN-LOW-VERIFIED,,new,,
دهن يمكث من نمسات نجد NASAMAT NAJD OIL,,,recheck_competitors.csv,إيف سان لوران ليبر زيت للجسم 150 مل,43.4,GOLDEN-LOW-VERIFIED,,new,,
عطر سانتا أولاليا أوديسيا او دو بارفيوم 75 مل,,,recheck_competitors.csv,عطر سيبراني جولد أوسيس أو دو بارفيوم 100 مل,27.9,GOLDEN-LOW-VERIFIED,,new,,
عطر سانتا يولاليا 175 أو دي بارفان 75 مل,,,recheck_competitors.csv,عطر روبرتو كافالي باراديسو روزا أو دو برفيوم 75 مل,54.0,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر سوبليم فانيل من كريد,,,recheck_competitors.csv,عطر لطافة مجموعة المسك الشرقي,52.8,GOLDEN-LOW-VERIFIED,,new,,
بيبر منتس كرات معطرة للفم بالنعناع البارد - 18 كبسوله,,,recheck_competitors.csv,عطر كلايف كريستيان ايكونك 20 الرجالي أو دو برفيوم 50 مل,39.3,GOLDEN-LOW-VERIFIED,,new,,
سيرافي منظف منعم للبشرة بحمض الساليسيليك - 473مل,,,recheck_competitors.csv,غسول رغوي منعش سنداي مورننق من اكسيس واي - 120مل,25.6,GOLDEN-LOW-VERIFIED,,new,,
تونج معجون تنظيف اللسان بالزنك والنعناع المنعش - 85 جم,,,recheck_competitors.csv,نكس محدد شفاه دك بلومب بلومبينغ,46.2,GOLDEN-LOW-VERIFIED,,new,,
ورال-بي خيط تنظيف الأسنان - 50 متر,,,recheck_competitors.csv,معجون أسنان مارفيس بالزنجبيل والنعناع 85 مل,45.5,GOLDEN-LOW-VERIFIED,,new,,
أحمر شفاه روج سائل مطفي سنسيشنال من فور إيفر 52,,,recheck_competitors.csv,نارس بلاشر أحمر خدود سائل افترجلو,53.0,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر أوبوس 1144 إكستريت من فيليبو سورشينيلي دو بارفان,,,recheck_competitors.csv,عطر باورفول اودو بارفيوم للجنسين 100مل مستوحى من  بوا أمبريال إكستريت,46.9,GOLDEN-LOW-VERIFIED,,new,,
عطر لوبين كوندوتيير - 100 مل - Lubin Condottiere,,,recheck_competitors.csv,عطر لويفي اير أو دو تواليت 100مل,52.5,GOLDEN-LOW-VERIFIED,,new,,
عطر لوبين أبر تن - 100 مل - Lubin Upper Ten,,,recheck_competitors.csv,عطر لانكوم لا نوت تريزور نود 100مل,52.5,GOLDEN-LOW-VERIFIED,,new,,
عطر لوبين دايمو - 100 مل - Lubin Daimyo,,,recheck_competitors.csv,عطر ميمواز إيرا أو دو بارفان 100 مل للجنسين,51.1,GOLDEN-LOW-VERIFIED,,new,,
شامبو الارجان المغربي من ارجان ميداس 450مل,,,recheck_competitors.csv,عطرAHL اهل من احمد المغربي 60مل,26.3,GOLDEN-LOW-VERIFIED,,new,,
بورجوا أحمر شفاه سائل روج فيلفيت إنك 22,,,recheck_competitors.csv,نكس محدد شفاه دك بلومب بلومبينغ,46.6,GOLDEN-LOW-VERIFIED,,new,,
باليت احمر الخدود - بيبي بينك من هدى ييوتي,,,recheck_competitors.csv,مجموعة عطور نايت تايم للعرايس,53.5,GOLDEN-LOW-VERIFIED,,new,,
مجموعة احمر الشفاه للعطلات من سيفورا - 10 قطع,,,recheck_competitors.csv,مجموعة عطر مايكل كورس سكسي عنبر 4 قطع,51.4,GOLDEN-LOW-VERIFIED,,new,,
استشوار مجفف الشعر 1800 واط RE-2068‏ من ريبون,,,recheck_competitors.csv,مبخرة ترطيب الهواء بالزيوت العطرية فواحة 1106,50.6,GOLDEN-LOW-VERIFIED,,new,,
جهاز تدليك العضلات بقوة 30 واط من ريبون,,,recheck_competitors.csv,تستر لاليك لانسوميس ما فورس أو دو تواليت 100مل للرجال,39.9,GOLDEN-LOW-VERIFIED,,new,,
سيروم هيالوتوين للترطيب المكثف من ايكوال بيري - 30 مل,,,recheck_competitors.csv,تستر اكوا دي بارما نوت دي كولونيا  أو دو كولون 150 مل,23.4,GOLDEN-LOW-VERIFIED,,new,,
"ايكوال بيري, سيروم الكولاجين و الببتيدات لشد ونضارة البشرة, 30مل",,,recheck_competitors.csv,عطر ويسكر روبيوس أو دو بارفيوم 75مل (للجنسين),22.4,GOLDEN-LOW-VERIFIED,,new,,
"بلسم ألترا دوكس بخلاصة زيت الخروع و اللوز المعالج من غارنييه , 360 مل",,,recheck_competitors.csv,رصاصي نبراس العشق نور زيت عطري 6 مل,23.2,GOLDEN-LOW-VERIFIED,,new,,
شنطة يد وكتف جلد نسائي من ستيفانو,,,recheck_competitors.csv,عطر جس سيدكتف الذهبي النسائي أو دو تواليت 75مل,45.4,GOLDEN-LOW-VERIFIED,,new,,
شنطة جلد مطفي مجعد بقاعدة مسمار نسائي من ستيفانو,,,recheck_competitors.csv,عطر  شعر لطافة فيلفيت عود رذاذ,52.1,GOLDEN-LOW-VERIFIED,,new,,
شنطة جلد مطفي مجعد نسائي من ستيفانو,,,recheck_competitors.csv,رذاذ عطري للجسم والملابس قصة هيلين فروست - 100 مل,45.7,GOLDEN-LOW-VERIFIED,,new,,
شنطة جلد مطفي مجعد ناعم نسائي بقاعدة مسمار من ستيفانو,,,recheck_competitors.csv,عطر شعر لطافة خالص عودي رذاذ,52.5,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر ايروس فليم من فرزاتشي للرجال - او دو برفيوم,,,recheck_competitors.csv,عطر دافيدوف كول وواتر انتينس أو دو برفيوم 125مل للرجال,54.5,GOLDEN-LOW-VERIFIED,,new,,
جهاز مساج وتدليك العضلات بحجم صغير محمول بـ 6 سرعات من ريبون RE-2163,,,recheck_competitors.csv,غسول منظف ​​جل بخطوة واحدة بالكينوا المتوازن من اكسيس واي - 180 مل,41.3,GOLDEN-LOW-VERIFIED,,new,,
بخاخ بروتين الماكا لتنعيم واصلاح الشعر من كارسيل- 200 مل,,,recheck_competitors.csv,زيت كارسيل ماكا العطري للجسم والشعر التالف 50مل,26.9,GOLDEN-LOW-VERIFIED,,new,,
زيت جل مرطب للبشرة من جونسون برائحة الزهور المنعشة 200 مل,,,recheck_competitors.csv,رصاصي نبراس العشق نور زيت عطري 6 مل,24.7,GOLDEN-LOW-VERIFIED,,new,,
عطر وتين رقم 1513 25 مل,,,recheck_competitors.csv,عطر ميني فانسي FANCCY 25مل,47.3,GOLDEN-LOW-VERIFIED,,new,,
بخاخ مزيل عرق بيلا من فرانك اوليفر للنساء 250 مل,,,recheck_competitors.csv,بودرة معطرة للجسم من فرانك اوليفير 200 غرام للنساء,29.5,GOLDEN-LOW-VERIFIED,,new,,
بخاخ مزيل عرق وايت تاتش من فرانك اوليفر للنساء 250 مل,,,recheck_competitors.csv,طقم بودرة جسم استي لودر بيوتفل + وايت لينن 100 جرام للنساء,46.0,GOLDEN-LOW-VERIFIED,,new,,
بخاخ مزيل عرق للنساء من فرانك اوليفر 250 مل,,,recheck_competitors.csv,طقم بودرة جسم استي لودر بيوتفل + وايت لينن 100 جرام للنساء,44.0,GOLDEN-LOW-VERIFIED,,new,,
بخاخ مزيل عرق بيلا ان باريس للنساء من فرانك اوليفير 250مل,,,recheck_competitors.csv,عطر ميزون فرانسيس كوركدجيان باريس إيه لا روز 200مل للنساء,26.9,GOLDEN-LOW-VERIFIED,,new,,
بلسم للشعر من فاتيكا للمعالجة والترطيب 400 مل,,,recheck_competitors.csv,كارسيل للشعر قناع معالج  بالكولاجين للشعر الجاف والتالف - 500 مل,27.0,GOLDEN-LOW-VERIFIED,,new,,
مومز باث ليفة التقشير للعناية بمشاكل الجسم قطعة واحدة,,,recheck_competitors.csv,نكس محدد شفاه دك بلومب بلومبينغ,52.4,GOLDEN-LOW-VERIFIED,,new,,
شامبو مقوي للشعر بإكليل الجبل والنعناع من ميلي - 355مل,,,recheck_competitors.csv,تستر معطر شعر نارسيسو بودر 30مل,23.7,GOLDEN-LOW-VERIFIED,,new,,
عينه عطر فورستا ماجيكا من لورنزو بازاغليا اكستريت,,,recheck_competitors.csv,عطر إنتيمو كاريزما من رامون بيجار إكستريت دو برفيوم 100مل,49.0,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر نيشاني مانت تو بي سن او دي بارفيوم,,,recheck_competitors.csv,عطر تروساردي ذا بلاك روز او دي بارفيوم 100مل,54.9,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر خمرة دخان من لطافه أودي بارفيوم للرجال,,,recheck_competitors.csv,عطر دولتشي آند غابانا ذا ون أو دو بارفيوم 150مل (للرجال),49.2,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر كريد ابسولو افينتوس الرجالي او دو بارفيوم 2025,,,recheck_competitors.csv,عطر روبرتو كافالي سيربنتين 2025 أو دو بارفيوم 100مل (نسائي),49.7,GOLDEN-LOW-VERIFIED,,new,,
"كريم s88 توتال وايت تفتيح تحت الإبط , 35 جرام",,,recheck_competitors.csv,عطر كوم دي غارسون 88 8 الذهبي او دو بارفيوم 50مل,40.5,GOLDEN-LOW-VERIFIED,,new,,
لوشن جلوتا هيا بيرست لتصحيح البقع الداكنة للجسم من فازلين - 200 مل,,,recheck_competitors.csv,شانيل N°5 لوشن الجسم 200 مل,50.6,GOLDEN-LOW-VERIFIED,,new,,
سكالا كريم وبلسم للشعر حيويه ولمعان للشعر المستقيم والمموج - 1000 جرام,,,recheck_competitors.csv,كارسيل للشعر قناع معالج  بالكولاجين للشعر الجاف والتالف - 500 مل,49.4,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر هوغو بوس بوتلد ابسولو بارفيوم انتنس,,,recheck_competitors.csv,عطر اكسلنسي اودو بارفيوم للجنسين 100مل,52.0,GOLDEN-LOW-VERIFIED,,new,,
كريم ترطيب البشره من كيو في 1000 جم,,,recheck_competitors.csv,بودرة معطرة للجسم استي لودر بيوتيفول 100 جم,54.3,GOLDEN-LOW-VERIFIED,,new,,
مرطب الشفاه لمعان الخوخ من لابيلو - 4.8 جرام,,,recheck_competitors.csv,جاد بخور مبسوس الجود 30 جرام,50.7,GOLDEN-LOW-VERIFIED,,new,,
معطر الجسم الفراولة والشمبانيا، 250 مل,,,recheck_competitors.csv,بخور رصاصي الألحان الرصاصي 100 جرام,43.9,GOLDEN-LOW-VERIFIED,,new,,
"مرطب شفايف بنكهة البطيخ من لابيلو, 4.8 جرام",,,recheck_competitors.csv,بخور رصاصي قسمة بريق الرصاصي 130 جرام,51.0,GOLDEN-LOW-VERIFIED,,new,,
بلسم لنمو الشعر ومنع التساقط والقشرة من ساكورا الياباني - 300 مل,,,recheck_competitors.csv,كارسيل للشعر قناع معالج  بالكولاجين للشعر الجاف والتالف - 500 مل,24.9,GOLDEN-LOW-VERIFIED,,new,,
سنتيلا قناع الطين ستيك لتنظيف المسام 27 جرام,,,recheck_competitors.csv,بودرة هدى بيوتي إيزي بيك آند سناتش المضغوطة لتفتيح البشرة وتثبيت المكياج 8.5 جرام,50.0,GOLDEN-LOW-VERIFIED,,new,,
كريم إكسبرت معالج ومرطب مور كيرلز للأطفال من سكالا اكسبرت - 1000 جرام,,,recheck_competitors.csv,كريم كيو في QV للبشرة الحساسة 500 جرام,51.9,GOLDEN-LOW-VERIFIED,,new,,
كريم الجسم دولتشي آند غابانا ديفوشن 180 مل,,,recheck_competitors.csv,كريم الجسم شانيل ان فايف 150جم,48.0,GOLDEN-LOW-VERIFIED,,new,,
مجموعة الاستكشاف النسائية من ستيفانو 6 × 10 مل,,,recheck_competitors.csv,مجموعة جيس بيلا فيتا النسائية,47.1,GOLDEN-LOW-VERIFIED,,new,,
بخاخ حماية الشعر من الحرارة من تريسمي 236مل,,,recheck_competitors.csv,معطر شعر بايريدو لا توليب 75 مل للنساء,24.2,GOLDEN-LOW-VERIFIED,,new,,
كريم روز يساعد على تنقية البشرة - 25 جم,,,recheck_competitors.csv,كريم كيوفي ترطيب البشرة - 500غ,49.2,GOLDEN-LOW-VERIFIED,,new,,
مجموعة الاستكشاف الرجالية من ستيفانو 6 × 10 مل,,,recheck_competitors.csv,مجموعة عطور بيجاسوس و جريس  100 مل إريك من عساف,23.7,GOLDEN-LOW-VERIFIED,,new,,
مجموعة كارتير لي بانثير اودي بارفيوم نسائي 75مل + عطر 25 مل + كريم معطر للجسم 200مل + كريم اليدين 40مل,,,recheck_competitors.csv,طقم كارتيرلي بانثير اودي بارفيوم نسائي 100 مل + عطر بخ 10 مل + بودي لوهن 75 مل,25.7,GOLDEN-LOW-VERIFIED,,new,,
عينة كويلك فلور جاردين سيكريت أو دو بارفان,,,recheck_competitors.csv,عينة دانهيل سنشري او دو بارفيوم 2مل,54.4,GOLDEN-LOW-VERIFIED,,new,,
عينة ايسنس رير هوبيجانت باريس,,,recheck_competitors.csv,مجموعة باريس هيلتون جولد راش - (4 قطع),51.9,GOLDEN-LOW-VERIFIED,,new,,
عينة لا بيل سيزون عطر زهري للجنسين,,,recheck_competitors.csv,عطر فندي ليذر إسينس 75مل,47.0,GOLDEN-LOW-VERIFIED,,new,,
احمر شفاه كريم ليب ستين كلاسيك بيج من سيفورا - 02,,,recheck_competitors.csv,بودرة ديور ميس ديور بلومينج المعطرة- 16جرام,48.4,GOLDEN-LOW-VERIFIED,,new,,
كريم الترطيب العميق من امبريوليس,,,recheck_competitors.csv,بخور جنئ,50.0,GOLDEN-LOW-VERIFIED,,new,,
عطر كافي فراولة اطفال كلاسيك كولكشن 30مل,,,recheck_competitors.csv,عطر سن سيت كافيه الكرز او دو بارفيوم 50مل للاطفال,23.3,GOLDEN-LOW-VERIFIED,,new,,
