اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عينة لورينزو بازاجليا ايسكو بازو اكسترايت دو بارفيوم,,,recheck_competitors.csv,تستر روبيرتو كافالي نيرو اسولوتو او دو بارفيوم - 75 مل,51.6,GOLDEN-LOW-VERIFIED,,new,,
بانوكسيل غسول كريمي لحب الشباب بنزويل بيروكسيد 4٪ 170ج,,,recheck_competitors.csv,عطر سلفادور عالي التركيز 100 مل (بديل ديور سوفاج بارفيوم),38.4,GOLDEN-LOW-VERIFIED,,new,,
ريل تكنيكس - مجموعة فرش مكياج العين الاساسية ، 8 فرش,,,recheck_competitors.csv,باليت ظلال العيون كريمي أوبسيشنز - درجة بني,51.7,GOLDEN-LOW-VERIFIED,,new,,
قناع تقوية الشعر اكليل الجبل والنعناع من ميلي ، 340 جرام,,,recheck_competitors.csv,كارسيل للشعر قناع معالج  بالكولاجين للشعر الجاف والتالف - 500 مل,43.2,GOLDEN-LOW-VERIFIED,,new,,
بودره بنانا حصريFBE002,,,recheck_competitors.csv,بودرة ديور ميس ديور بلومينج المعطرة- 16جرام,46.9,GOLDEN-LOW-VERIFIED,,new,,
عطر ذا مسك من ايسنشال اكسترايت 30مل,,,recheck_competitors.csv,عطر زيرجوف مفيستو أو دو بارفيوم 30مل (للجنسين),49.8,GOLDEN-LOW-VERIFIED,,new,,
عطر جادور إنفينيسيم من كريستيان ديور أو دو بارفان,,,recheck_competitors.csv,عطر أرماني بريفيه عود رويال كولكتور أو دو بارفان إنتنس 100مل,52.2,GOLDEN-LOW-VERIFIED,,new,,
عطر جادور بارفوم دو من كريستيان ديور أو دو بارفان خالي من الكحول,,,recheck_competitors.csv,عطر كارتير مست دي كارتير أو دو بارفيوم100مل,51.8,GOLDEN-LOW-VERIFIED,,new,,
عطر توباكلور من كريستيان ديور أو دو بارفان,,,recheck_competitors.csv,عطر كارتير عود وصندل من ليزور فواياجوز او دو بارفيوم 75مل,51.8,GOLDEN-LOW-VERIFIED,,new,,
عطر لو دو بارفان لومينوز من كلوي للنساء أو دو بارفان,,,recheck_competitors.csv,عطر مكاليف فلور ريفيري او دي بارفان 75 مل للنساء,54.5,GOLDEN-LOW-VERIFIED,,new,,
عطر ناتوريل من كلوي للنساء أو دو بارفان,,,recheck_competitors.csv,عطر ارماند باسي إن ريد أو دو بارفيوم 100مل للنساء,52.5,GOLDEN-LOW-VERIFIED,,new,,
عطر نوماد نوي ديجيب من كلوي أو دو بارفان,,,recheck_competitors.csv,عطر دولتشي آند غابانا ذا ون اسينس أو دو بارفيوم 65مل,51.5,GOLDEN-LOW-VERIFIED,,new,,
عطر أتيليه دي فلور ماغنوليا ألبا من كلوي أو دو بارفان,,,recheck_competitors.csv,عطر أنطونيو بانديراس كوين أوف سيداكشن لايفلي موس أو دو تواليت 80مل,48.8,GOLDEN-LOW-VERIFIED,,new,,
عطر بويزون جيرل من كريستيان ديور أو دو تواليت,,,recheck_competitors.csv,عطر كريستيان لوبوتان ترابل إن هيفين أو د وبرفيوم 80مل,48.1,GOLDEN-LOW-VERIFIED,,new,,
واقي شمس سائل بخلاصة شجرة الصنوبر + السيراميد سيول 1988 - من كي سيكرت 50 مل,,,recheck_competitors.csv,معطر شعر بييرا كاترا بيور بنك بلوم 50 مل,49.1,GOLDEN-LOW-VERIFIED,,new,,
جونسون صابون سائل للاستحمام مع خلاصة البابايا - 400 مل,,,recheck_competitors.csv,رغوة جل الاستحمام شانيل كوكو مدموزيل 200مل,24.4,GOLDEN-LOW-VERIFIED,,new,,
بلسم منظف المكياج من كاركتر,,,recheck_competitors.csv,بخور عود جنئ,50.3,GOLDEN-LOW-VERIFIED,,new,,
جلام لوك ايشادو من كاركتر,,,recheck_competitors.csv,مجموعة قصة ليجند أوف ذا سكاي (رجالي) (عطرين),54.5,GOLDEN-LOW-VERIFIED,,new,,
آيلاينر تويست أب من كاركتر – TWE001,,,recheck_competitors.csv,تستر ستيفن همبرت لوكاس 777 بانثيا آيريس 50 مل,42.7,GOLDEN-LOW-VERIFIED,,new,,
مسكرة الترا لوك لكثافه و تطويل الرموش من كاركتر CUV001,,,recheck_competitors.csv,بودرة معطرة صندوق استي لودر يوث ديو 200 جم,50.3,GOLDEN-LOW-VERIFIED,,new,,
بلاشر روك ستار من كاركتر,,,recheck_competitors.csv,أوفرا مجموعة إضاءة فيلين مايسيلف,50.0,GOLDEN-LOW-VERIFIED,,new,,
لوحة ظلال العيون اوشن من كاركتر 28 لون,,,recheck_competitors.csv,كحل كريمي جل للعيون من انجلوت  أي إم سي,52.9,GOLDEN-LOW-VERIFIED,,new,,
مسكرة بولد لوك لقوة وحجم مكثف للرموش من كاركتر - 12 مل CBV001,,,recheck_competitors.csv,كانتو ديفاين آند شاين كاسترد (كريم تحديد وإبراز اللمعة) 340 جم,39.3,GOLDEN-LOW-VERIFIED,,new,,
مقوي للأظافر من كاركترCNI003,,,recheck_competitors.csv,طقم كارتييه فاخر من مجموعة كارتير لا پانتير 5 قطع,48.5,GOLDEN-LOW-VERIFIED,,new,,
آيلاينر دريمر من كاركتر - C801,,,recheck_competitors.csv,طقم مباخر  309 Mk,46.2,GOLDEN-LOW-VERIFIED,,new,,
باليت تحديد الوجه من كاركتر 15 لون DDC00 15,,,recheck_competitors.csv,باليت ظلال العيون كريمي أوبسيشنز - درجة بني,51.7,GOLDEN-LOW-VERIFIED,,new,,
ماسكارا لاش بوستر من CHARACTER,,,recheck_competitors.csv,مجموعة كونتور محدد وجه من أوفرا - سول,53.1,GOLDEN-LOW-VERIFIED,,new,,
كونسيلر HD كفريج من كاركتر,,,recheck_competitors.csv,مبخرة الكترونية فاخرة قابلة للشحن (لون أسود) من آيسنوب | ISNUP,52.7,GOLDEN-LOW-VERIFIED,,new,,
هايلايتر روك ستار من كاركتر,,,recheck_competitors.csv,مجموعة عطور سبيشل نايت للعرايس,54.0,GOLDEN-LOW-VERIFIED,,new,,
كونسيلر ميني كين من كاركتر,,,recheck_competitors.csv,نكس مايكرو براو قلم رسم الحواجب - تشوكليت,54.3,GOLDEN-LOW-VERIFIED,,new,,
منظف عميق من فوريفر52-DCP001,,,recheck_competitors.csv,طقم مباخر  309 Mk,43.1,GOLDEN-LOW-VERIFIED,,new,,
باليت تحديد الشفاه من كاركتر DDL001 15,,,recheck_competitors.csv,عطر تجريبي مهووس - اختبار النظام 4,48.1,GOLDEN-LOW-VERIFIED,,new,,
جل الكالسيوم المغذي للأظافر من كاركتر CNI002,,,recheck_competitors.csv,تستر ايف سان لوران بلاوز او دو بارفيوم 125مل (بدون كرتون),38.3,GOLDEN-LOW-VERIFIED,,new,,
كونسيلر تغطية كاملة من فوريفر52,,,recheck_competitors.csv,كانتو ديفاين آند شاين كاسترد (كريم تحديد وإبراز اللمعة) 340 جم,45.4,GOLDEN-LOW-VERIFIED,,new,,
حقيبة فرش مكياج فائقة النعومة 12قطعة من فورايفر52,,,recheck_competitors.csv,جل حواجب نكس ذا براو جلو - شفاف 5 جرام,48.7,GOLDEN-LOW-VERIFIED,,new,,
بودرة اضاءة صن كيسد ايلومنتر من فوريفر52,,,recheck_competitors.csv,أوفرا بودرة إضاءة - بيفرلي هيلز,53.2,GOLDEN-LOW-VERIFIED,,new,,
بودره سائبة لامع من فوريفر52,,,recheck_competitors.csv,مجموعة كيليان باريس جود جيرل جون باد,50.3,GOLDEN-LOW-VERIFIED,,new,,
بخاخ مثبت المكياج من فوريفر52- FZ101,,,recheck_competitors.csv,بخاخ مثبت مكياج ديوي من نكس 60 مل,46.6,GOLDEN-LOW-VERIFIED,,new,,
بودره سائبة مطفي من فوريفر52,,,recheck_competitors.csv,بودرة معطرة صندوق استي لودر يوث ديو 200 جم,47.1,GOLDEN-LOW-VERIFIED,,new,,
كونسيلر سينسيشنال سائل من فورايفر52,,,recheck_competitors.csv,جهاز ترطيب الهواء بالزيوت العطرية فواحة 157,45.7,GOLDEN-LOW-VERIFIED,,new,,
قلم حواجب من فوايفر52,,,recheck_competitors.csv,نكس مايكرو براو قلم رسم الحواجب - تشوكليت,54.6,GOLDEN-LOW-VERIFIED,,new,,
مايكب بوستر من فوريفر52-BST001,,,recheck_competitors.csv,طقم مباخر  309 Mk,42.7,GOLDEN-LOW-VERIFIED,,new,,
سيول كريم للعناية بمنطقة تحت العين بالريتينال من كي سكريت - 30 مل,,,recheck_competitors.csv,كحل كريمي جل للعيون من انجلوت  أي إم سي,52.8,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر بينجوين بوهيم من ديبتيك,,,recheck_competitors.csv,عطر عطر بنهاليغونز هالفيتي أودو بارفيوم 100 مل للجنسين,44.8,GOLDEN-LOW-VERIFIED,,new,,
عطر ألور أوم إديشن بلانش من شانيل أو دو بارفان,,,recheck_competitors.csv,عطر ديزل أونلي ذا بريف بور هوم أو دو تواليت 125مل,49.7,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر مس ديور ايسنس من ديور دي برفيوم,,,recheck_competitors.csv,عطر لورد اوف هوستري لوكي اكسترايت او دي بارفيوم 80 مل (نسائي),50.7,GOLDEN-LOW-VERIFIED,,new,,
عطر شانس أو فرايش من شانيل أو دو بارفان,,,recheck_competitors.csv,عطر رصاصي جنون ساتين الرصاصي بور فيم أو دو برفيوم 50مل,51.3,GOLDEN-LOW-VERIFIED,,new,,
مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل,,,recheck_competitors.csv,طقم هريرا سي اتش اودي تواليت رجالي 100 مل CH + عطريخ 10 مل + افتر هيف 100 مل,49.2,GOLDEN-LOW-VERIFIED,,new,,
عطر ايدول باور لو دي بارفان انتينس 25 مل,,,recheck_competitors.csv,عطر ميني فانسي FANCCY 25مل,52.1,GOLDEN-LOW-VERIFIED,,new,,
مجموعة بخور عيد عساف - 340 مل,,,recheck_competitors.csv,مجموعة عطور نايت تايم للعرايس,52.4,GOLDEN-LOW-VERIFIED,,new,,
ريبل انيبل - المتمرد من عساف 150مل,,,recheck_competitors.csv,مجموعة زودياك النخبة من زودياك,46.2,GOLDEN-LOW-VERIFIED,,new,,
عينة إيسي مياكي نيكتار دي إيسي آيغو أو دو بارفان 20 مل للنساء,,,recheck_competitors.csv,تستر نارسيسو رودريغز فور هير إنتنس أو دو بارفيوم 100 مل للنساء,27.4,GOLDEN-LOW-VERIFIED,,new,,
مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل,,,recheck_competitors.csv,طقم هريرا سي اتش اودي تواليت رجالي 100 مل CH + عطريخ 10 مل + افتر هيف 100 مل,49.2,GOLDEN-LOW-VERIFIED,,new,,
عطر ايدول باور لو دي بارفان انتينس 25 مل,,,recheck_competitors.csv,عطر ميني فانسي FANCCY 25مل,52.1,GOLDEN-LOW-VERIFIED,,new,,
مجموعة بخور عيد عساف - 340 مل,,,recheck_competitors.csv,مجموعة عطور نايت تايم للعرايس,52.4,GOLDEN-LOW-VERIFIED,,new,,
"طقم ""كوستوم ناشيونال سينت إنتنس"" أو دو بارفان – للرجال",,,recheck_competitors.csv,عطر لانكوم أيدول باور النسائي أو دو برفيوم 100مل,48.7,GOLDEN-LOW-VERIFIED,,new,,
ذا فراجرانس كيتشن 28 ريمكس 100مل,,,recheck_competitors.csv,مجموعة عساف فرانكل  ريبل 100 مل و 200 مل,53.0,GOLDEN-LOW-VERIFIED,,new,,
عطر شيفاز بني SHIFAZ 100ML,,,recheck_competitors.csv,عطر صمام اوي بيور بارفيوم 100مل,54.8,GOLDEN-LOW-VERIFIED,,new,,
حقيبة مكياج برادا (خضراء),,,recheck_competitors.csv,كيس جورجيوا أرمني حجم وسط,54.4,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر وون امبيرلا فور تو 10مل من فلورايكيو,,,recheck_competitors.csv,عطر أرماني بريفيه عود رويال كولكتور أو دو بارفان إنتنس 100مل,23.5,GOLDEN-LOW-VERIFIED,,new,,
عينة ثمين بلود اس لوف 10مل,,,recheck_competitors.csv,صندوق عينات أروقيت,45.3,GOLDEN-LOW-VERIFIED,,new,,
عطر افنان 9بي ان 9PM NIGHT OUT,,,recheck_competitors.csv,عطر لافيرن دير - 7:00AM لافيرن 100مل,40.3,GOLDEN-LOW-VERIFIED,,new,,
عطر مس قريس عساف,,,recheck_competitors.csv,عطر موغلر كولون ران فري او دو تواليت 100مل,39.0,GOLDEN-LOW-VERIFIED,,new,,
La Colle Noire Leite Hidratante مرطب اليدين والجسم 350ml,,,recheck_competitors.csv,كريم الجسم شانيل ان فايف 150جم,36.5,GOLDEN-LOW-VERIFIED,,new,,
Eden-Roc Leite Hidratante مرطب اليدين والجسم 350ml,,,recheck_competitors.csv,جل حواجب نكس ذا براو جلو - شفاف 5 جرام,37.2,GOLDEN-LOW-VERIFIED,,new,,
شمعة كريستيان ديور إيدن روك 250 جرام,,,recheck_competitors.csv,أوفرا مجموعة إضاءة فيلين مايسيلف,46.9,GOLDEN-LOW-VERIFIED,,new,,
شمعة كريستيان ديور فيج ميديتيراني 250 جرام,,,recheck_competitors.csv,عطر كلايف كريستيان اوريجنال كوليكشن x للرجال 100 مل,45.5,GOLDEN-LOW-VERIFIED,,new,,
Sakura Leite Hidratante مرطب اليدين والجسم 350ml,,,recheck_competitors.csv,بودرة الجسم من صمام هيدي 130 جرام,37.1,GOLDEN-LOW-VERIFIED,,new,,
شمعة كريستيان ديور بوا دارجنت 250 جرام,,,recheck_competitors.csv,دخون الرصاصي سمو معالي رصاصي 100 جرام,53.2,GOLDEN-LOW-VERIFIED,,new,,
عطر بيري اليس 360 النسائي الابيض تواليت 150مل,,,recheck_competitors.csv,عطر لاليك الأبيض النسائي أو دو تواليت 100مل,26.7,GOLDEN-LOW-VERIFIED,,new,,
ثمين مجموعة هدايا عطر بيريجرينا او دو برفيوم (50 + 100) مل,,,recheck_competitors.csv,عطر لطافة مجموعة هدايا وشوشة (أو دو برفيوم 100 مل + مزيل عرق 200 مل),48.5,GOLDEN-LOW-VERIFIED,,new,,
طقم هدية ثمين ريفيير إكسترايت دي برفيوم (50 + 100) مل,,,recheck_competitors.csv,طقم ارماني اس اي اودي بارفيوم نسائي 100 مل + عطر بخ 10 مل + بودي لوشن 50 مل,45.3,GOLDEN-LOW-VERIFIED,,new,,
تستر غوتشي غيلتي ابسولو دي بارفيوم نسائي 60مل,,,recheck_competitors.csv,تستر لانفين إكلا دي أبريكو أو دو بارفيوم 100مل (نسائي),25.9,GOLDEN-LOW-VERIFIED,,new,,
عطر إكس نيهيلو عنبر سكاي 100 مل Amber Sky Ex Nihilo,,,recheck_competitors.csv,عطر أمواج جايدانس 46 إكستريت دو برفيوم 100 مل,46.6,GOLDEN-LOW-VERIFIED,,new,,
عطر آيلاند لش أو دو بارفيوم من جولدفيلد آند بانكس 100 مل | Island Lush Eau de Parfum by Goldfield & Banks 100ml,,,recheck_competitors.csv,عطر ميزون الهامبرا بنك اكليبس او دو بارفيوم 100مل,54.9,GOLDEN-LOW-VERIFIED,,new,,
عطر Jasmin Satin 50ml EDP,,,recheck_competitors.csv,عطر دي غابور جندرز إكستريت دو بارفيوم 50 مل,46.3,GOLDEN-LOW-VERIFIED,,new,,
طقم هدايا عطر ثمين ذا كورا، 2 × 50 مل,,,recheck_competitors.csv,عطر وول & مسك كولكشن من هيوجو بوس او دو تواليت 50مل,45.9,GOLDEN-LOW-VERIFIED,,new,,
عطر جيفنشي جنتلمن أونلي إنتنس للرجال، ماء تواليت 150 مل,,,recheck_competitors.csv,عطر جيفنشي جنتلمان بوازية أو دو بارفيوم 200 مل للرجال,27.3,GOLDEN-LOW-VERIFIED,,new,,
عطر أو دو تواليت بخاخ 50 مل عطر أو دو تواليت بخاخ للحقيبة 10 مل,,,recheck_competitors.csv,عطر تريش ماكيفوي 9 بلاك بيري آند فانيلا مسك أو دو كولون 50 مل,48.9,GOLDEN-LOW-VERIFIED,,new,,
مجموعة ذا نيفر اناف بي كيليان Good Girl Gone Bad by Kilian Full Range Set,,,recheck_competitors.csv,عطر كيليان عنبر عود أو دو برفيوم50 مل للجنسين,41.3,GOLDEN-LOW-VERIFIED,,new,,
عطر شعر الوعد من فريدريك مال 50مل | Promise Hair Mist by Frédéric Malle 50ml,,,recheck_competitors.csv,عطر الشعر بيدي كي توبيروز إمبريال بارفيوم 50 مل للجنسين,49.4,GOLDEN-LOW-VERIFIED,,new,,
فرانك أوليفر بودرة الجسم الفاخرة برائحه المسك (200 جم),,,recheck_competitors.csv,عطر شعر فرانك أوليفر وان كيس 50 مل,44.8,GOLDEN-LOW-VERIFIED,,new,,
مجموعة أكوا دي بارما بلو ميديتيرانيو أرانسيا دي كابري 75 مل,,,recheck_competitors.csv,تستر أكوا دي بارمبوجناتوا بيرجاموتو دي كالابريا لا سرا 100 مل,26.3,GOLDEN-LOW-VERIFIED,,new,,
"عطر ايليت مودال اتيتيود من بيرفيومز ايليت للنساء - او دى تواليت, 20مل - Parfums Elite",,,recheck_competitors.csv,عطر بنهاليغونز انثولوجي ايو سانس باريل او دو تواليت 100مل للنساء,24.7,GOLDEN-LOW-VERIFIED,,new,,
مزيل عرق ديور هوم / كريستيان ديور ستيك الكحول...,,,recheck_competitors.csv,عطر فرانك اوليفر بيبي غيرل خالي من الكحول 30مل,52.0,GOLDEN-LOW-VERIFIED,,new,,
بخاخ مزيل العرق سوفاج 150 مل,,,recheck_competitors.csv,مزيل مانع للتعرق الترا ماكس من أرم آند هامر 28 جرام,41.8,GOLDEN-LOW-VERIFIED,,new,,
4711 عطر ريمكس كولون لافندر او دو كولون للجنسين - Hnak,,,recheck_competitors.csv,عطر إيف سان لوران لو فيستيير بيبي كات رو بوربون او دو برفيوم 125 مل,40.5,GOLDEN-LOW-VERIFIED,,new,,
4711 REMIX C ZITRONE EDC NS 100 ML,,,recheck_competitors.csv,ايسكينتريك موليكلز 01 +باتشولي 100مل,37.6,GOLDEN-LOW-VERIFIED,,new,,
كايلي رذاذ الشعر أودجازم روز عود 75مل,,,recheck_competitors.csv,عطر بيجن وومين او دو تواليت نسائي 75 مل,53.7,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر سان لوران واي لي بارفيوم 10مل,,,recheck_competitors.csv,عطر ايف سان لوران ال هوم او دو بارفيوم 100مل,28.6,GOLDEN-LOW-VERIFIED,,new,,
مرآة مستحضرات التجميل الفاخرة من دولتشي آند غابانا بيوتي باللون الذهبي 7 × 7 × 1.3 سم,,,recheck_competitors.csv,مجموعة عطور ذا كوليكتور بلاك مسك 3 (بلاك مسك 30 مل + زفير عود فانيلا 30 مل) من عطر ألكسندر جي للجنسين,42.7,GOLDEN-LOW-VERIFIED,,new,,
عطر إسينشال بارفانز بوا إمبريال للشعر والجسم ١٠٠ مل,,,recheck_competitors.csv,عطر للشعر والجسم لانكوم أيدول لا باور 100مل,53.7,GOLDEN-LOW-VERIFIED,,new,,
أنجيل أو دو ستار 25 مل أو دي تواليت,,,recheck_competitors.csv,لافيرن مجموعة ذا قريت قاردن لافيرن9* 25 مل,44.5,GOLDEN-LOW-VERIFIED,,new,,
عطر كارتير عود اند عود بارفيوم 45مل,,,recheck_competitors.csv,عطر مارلي هبدان او دو بارفيوم 125مل,28.4,GOLDEN-LOW-VERIFIED,,new,,
بودرة الجسم من لورينزو فيلوريسي تينت دي نياج 200جرام,,,recheck_competitors.csv,بودرة الجسم من صمام هيدي 130 جرام,53.8,GOLDEN-LOW-VERIFIED,,new,,
تستر عطر كارتير عود اند عنبر بارفيوم 45مل,,,recheck_competitors.csv,عطر مارلي هبدان او دو بارفيوم 125مل,27.5,GOLDEN-LOW-VERIFIED,,new,,
مجموعة عطر جيفنشي جنتلمان سوسايتي أو دو بارفيوم 60 مل + جل استحمام 75 مل,,,recheck_competitors.csv,عطر جيفينشي جنتلمان سوسايتي او دو بارفيوم 100 مل,27.4,GOLDEN-LOW-VERIFIED,,new,,
طقم جان بول غولتير كوكوريكو او دو تواليت (عطر 50مل + شاور جل 100مل),,,recheck_competitors.csv,جيرلان لو بوتيت روب نوار بلاك بيرفيكتو فلورال أو دو تواليت 100 مل,23.8,GOLDEN-LOW-VERIFIED,,new,,
عطر هوبيجانت داك دي فيرفينس تواليت رجالي 120مل,,,recheck_competitors.csv,عطر ديزل سبيريت أوف ذا بريف أو دو تواليت 125مل للرجال,26.6,GOLDEN-LOW-VERIFIED,,new,,
كارل لاغرفيلد برايفت كلوب او دو برفيوم 85 مل,,,recheck_competitors.csv,تستر توم فورد ياسمين روج أو دو برفيوم 50 مل,26.5,GOLDEN-LOW-VERIFIED,,new,,
بورتريال سلفر اوديو بارفيوم 65 مل,,,recheck_competitors.csv,تستر اورتو باريسي ميجاماري بارفيوم 50مل,28.3,GOLDEN-LOW-VERIFIED,,new,,
